Customer,SalesOrganization,DistributionChannel,Division,CustomerABCClassification,SalesOffice,SalesGroup,OrderIsBlockedForCustomer,Currency,CustomerPriceGroup,PriceListType,DeliveryPriority,ShippingCondition,IncotermsClassification,SupplyingPlant,CompleteDeliveryIsDefined,DeliveryIsBlockedForCustomer,BillingIsBlockedForCustomer,CustomerPaymentTerms,CustomerAccountAssignmentGroup,AccountByCustomer,CustomerGroup,CustomerPricingProcedure,OrderCombinationIsAllowed,PartialDeliveryIsAllowed,InvoiceDate,PaymentTerms,IncotermsTransferLocation,ItemOrderProbabilityInPercent,IncotermsLocation2,RecordCreatedDate,AuthorizationGroup,SalesDistrict,IncotermsVersion,IncotermsLocation1,DeletionIndicator,IsBusinessPurposeCompleted,SalesItemProposal,CustProdProposalProcedure,ProofOfDeliveryTime,ProofOfDeliveryTimeValue,MaxNmbrOfPartialDelivery,UnderdelivTolrtdLmtRatioInPct,OverdelivTolrtdLmtRatioInPct,IsActiveEntity,AdditionalCustomerGroup1,AdditionalCustomerGroup2,AdditionalCustomerGroup3,AdditionalCustomerGroup4,AdditionalCustomerGroup5,InvoiceListSchedule,ExchangeRateType,PaymentGuaranteeProcedure,SuplrIsRlvtForSettlmtMgmt,CustIsRlvtForSettlmtMgmt,ProductUnitGroup,SlsDocIsRlvtForProofOfDeliv,SlsUnlmtdOvrdelivIsAllwd,CreditControlArea,CustomerIsRebateRelevant,InspSbstHasNoTimeOrQuantity,ManualInvoiceMaintIsRelevant,IncotermsSupChnLoc1AddlUUID,IncotermsSupChnLoc2AddlUUID,IncotermsSupChnDvtgLocAddlUUID,SalesBlockForCustomer,CustomerStatisticsGroup,RetailAdditionalCustomerGrp6,RetailAdditionalCustomerGrp7,RetailAdditionalCustomerGrp8,RetailAdditionalCustomerGrp9,RetailAdditionalCustomerGrp10
0000000869,JP99,01,01,,,,,JPY,01,,02,01,CIF,JP99,false,,,,,,,1,false,,,,SHINAGAWA,100,,,,000002,,SHINAGAWA,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000869,JP99,KJ,KJ,,,,,JPY,01,,02,01,CIF,JP99,false,,,JP01,,,,1,false,,,JP01,SHINAGAWA,100,,,,000002,,SHINAGAWA,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000870,JP99,01,01,,,,,JPY,01,,02,01,CIF,JP99,false,,,,,,,1,false,,,,SHINAGAWA,100,,,,000002,,SHINAGAWA,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000870,JP99,KJ,KJ,,,,,JPY,01,,02,01,CIF,JP99,false,,,JP01,,,,1,false,,,JP01,SHINAGAWA,100,,,,000002,,SHINAGAWA,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000871,JP99,01,01,,,,,JPY,01,,02,01,CIF,JP99,false,,,,,,,1,false,,,,SHINAGAWA,100,,,,000002,,SHINAGAWA,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000871,JP99,KJ,KJ,,,,,JPY,01,,02,01,CIF,JP99,false,,,JP01,,,,1,false,,,JP01,SHINAGAWA,100,,,,000002,,SHINAGAWA,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000872,JP99,01,01,,,,,JPY,01,,02,01,CIF,JP99,false,,,,,,,1,false,,,,SHINAGAWA,100,,,,000002,,SHINAGAWA,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000872,JP99,KJ,KJ,,,,,JPY,01,,02,01,CIF,JP99,false,,,JP01,,,,1,false,,,JP01,SHINAGAWA,100,,,,000002,,SHINAGAWA,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000873,JP99,01,01,,,,,JPY,01,,02,01,CIF,JP99,false,,,,,,,1,false,,,,SHINAGAWA,100,,,,000002,,SHINAGAWA,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000873,JP99,KJ,KJ,,,,,JPY,01,,02,01,CIF,JP99,false,,,JP01,,,,1,false,,,JP01,SHINAGAWA,100,,,,000002,,SHINAGAWA,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000874,JP99,01,01,,,,,JPY,01,,02,01,CIF,JP99,false,,,,,,,1,false,,,,SHINAGAWA,100,,,,000002,,SHINAGAWA,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000874,JP99,KJ,KJ,,,,,JPY,01,,02,01,CIF,JP99,false,,,JP01,,,,1,false,,,JP01,SHINAGAWA,100,,,,000002,,SHINAGAWA,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000875,JP99,01,01,,,,,JPY,01,,02,01,CIF,JP99,false,,,,,,,1,false,,,,SHINAGAWA,100,,,,000002,,SHINAGAWA,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000875,JP99,KJ,KJ,,,,,JPY,01,,02,01,CIF,JP99,false,,,JP01,,,,1,false,,,JP01,SHINAGAWA,100,,,,000002,,SHINAGAWA,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000876,JP99,01,01,,,,,JPY,01,,02,01,CIF,JP99,false,,,,,,,1,false,,,,SHINAGAWA,100,,,,000002,,SHINAGAWA,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000876,JP99,KJ,KJ,,,,,JPY,01,,02,01,CIF,JP99,false,,,JP01,,,,1,false,,,JP01,SHINAGAWA,100,,,,000002,,SHINAGAWA,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000877,JP99,01,01,,,,,JPY,01,,02,01,CIF,JP99,false,,,,,,,1,false,,,,SHINAGAWA,100,,,,000002,,SHINAGAWA,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000877,JP99,KJ,KJ,,,,,JPY,01,,02,01,CIF,JP99,false,,,JP01,,,,1,false,,,JP01,SHINAGAWA,100,,,,000002,,SHINAGAWA,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000878,JP99,01,01,,,,,JPY,01,,02,01,CIF,JP99,false,,,,,,,1,false,,,,SHINAGAWA,100,,,,000002,,SHINAGAWA,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000878,JP99,KJ,KJ,,,,,JPY,01,,02,01,CIF,JP99,false,,,JP01,,,,1,false,,,JP01,SHINAGAWA,100,,,,000002,,SHINAGAWA,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000886,0001,01,01,,,,,EUR,01,,00,,,0001,false,,,,,,,1,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,true,true,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000926,TW01,01,01,,0001,,,TWD,01,02,01,,CFR,TW01,false,,,0002,,,,01,false,,,0002,ttt,100,,,,000001,,ttt,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,TW,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000931,TW01,01,01,,,,,TWD,01,01,01,,CFR,TW01,false,,,0002,,,,01,false,,,0002,test,100,,,,000002,,test,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000946,0001,01,01,,0001,001,,EUR,01,01,01,,,,false,,,,,,01,01,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000951,JP01,01,01,,,,,JPY,01,,02,01,CIF,JP01,false,,,JP01,,,,1,false,,,JP01,HARUMI,100,,,,000001,,HARUMI,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000971,CN01,01,01,,,,,CNY,01,,00,,,,false,,,,,,,1,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000986,TW01,01,01,,0001,,,TWD,01,02,01,,CFR,TW01,false,,,0002,,,,01,false,,,0002,TAIPEI,100,,,,000001,,TAIPEI,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000000991,TW01,01,01,,,,,TWD,01,01,01,,CFR,TW01,false,,,0002,,,,01,false,,,0002,AURAS,100,,,,000002,,AURAS,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000001003,0001,01,01,,,,,EUR,01,,00,,,,false,,,,,,,01,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000001016,IN01,10,10,,,,,INR,01,,00,,,IN01,false,,,,,,,1,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,true,true,,false,false,IN01,true,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000001021,RUEC,01,01,,,,,RUB,01,,00,,FOB,,false,,,0001,,,,1,false,,,0001,4365346745,100,,,,000001,,4365346745,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000001036,TW01,01,01,,,,,USD,01,,00,,,TW01,false,,,,,,,01,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000001041,0001,01,01,,,,,EUR,01,,00,,,,false,,,,,,,1,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000001062,0001,01,01,,,,,USD,02,,02,01,CFR,0001,false,,,0002,,,,01,false,,,0002,berlin,100,,,,000001,,berlin,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000001076,M201,M1,M1,,,,,USD,02,,02,01,CFR,M201,false,,,0002,,,,1,false,,,0002,berlin,100,,,,000002,,berlin,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,0002,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000001081,0001,01,01,,,,,EUR,02,,00,,,0001,false,,,,,,,1,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000001234,SIT1,Z1,Z1,,,,,USD,01,,01,01,DDP,,false,,,0001,,,,1,true,,,0001,inco2,100,,,,000001,,inco2,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000003572,0001,01,01,,,,,,,,00,,,,false,,,,,,,,false,,,,,000,,,,,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000004001,M201,M1,M1,,,,,USD,02,,02,02,CFR,M201,false,,,0002,,,,1,false,,,0002,berlin,100,,,,000002,,berlin,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,0002,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000004006,0001,01,01,,,,,EUR,01,,00,,,,false,,,,,,,1,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000004011,0001,01,01,,,,,EUR,01,,01,,,,false,,,,,,,1,false,,,,,100,,,,000002,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000004031,RU04,01,01,,,,,RUB,01,,00,,FOB,,false,,,,,,,1,false,,,,Moscow,100,,,,000001,,Moscow,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000004031,RUEC,01,01,,,,,RUB,01,,00,,FOB,,false,,,,,,,1,false,,,,Moscow,100,,,,000001,,Moscow,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000004036,0001,01,01,,,,,EUR,01,,01,,,,false,,,,,,,01,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,true,false,true,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000004041,TW01,01,01,,0001,,,USD,01,,00,,,,false,,,,,,,01,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000004042,0001,01,01,,,,,EUR,01,,00,,,,false,,,,,,,01,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000004042,0003,01,01,,,,,USD,01,,00,,,,false,,,,,,,01,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000004042,DS11,01,02,,,,,CHF,01,,00,,,,false,,,,,,,01,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000004043,0001,01,01,,,,,EUR,01,,00,,,,false,,,,,,,01,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000004043,0003,01,01,,,,,USD,01,,00,,,,false,,,,,,,1,false,,,,,100,,,,NORTH,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000004043,00AB,01,02,,,,,EUR,01,,00,,,,false,,,,,,,1,false,,,,,100,,,,000002,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000004062,TW01,01,01,,,,,TWD,01,,00,,,,false,,,,,,,1,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000004106,JP01,01,01,,,,,USD,01,,02,01,CIF,JP01,false,,,JP01,,,,1,false,,,JP01,HARUMI,100,,,,000001,,HARUMI,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000004107,TW01,01,01,,0001,,,TWD,01,,01,,CFR,TW01,false,,,0002,,,,1,false,,,0002,ttt,100,,,,000001,,ttt,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,TW,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000004111,0001,01,01,,,,,EUR,01,,00,,,,false,,,,,,,1,true,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000004236,Z100,01,01,,,,,EUR,02,02,02,,FH,0001,false,,,0001,,,,1,true,,,0001,,100,,,,000002,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000123234,0003,01,01,,,,,USD,01,,00,01,,,false,,,,,,,01,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,1001,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
0000123456,0003,01,01,A,,,,USD,01,01,01,01,CFR,,true,,,0001,01,134893,01,01,true,A,01,0001,test,100,,,,000001,,test,false,false,,A,342,342.00,1,23.0,34.0,true,,,,,,01,1001,0001,true,true,,true,false,AMER,true,true,true,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,1,,,,,
0000123456,CPM1,01,01,A,0001,001,,EUR,01,01,01,02,,0001,true,,,,,8893929,01,01,true,A,,,,100,,,,000001,,,false,false,,A,0,0.00,1,23.0,45.0,true,,,,,,,1001,,true,true,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,1,,,,,
0001406000,0001,01,01,,,,,EUR,01,,01,01,CFR,,false,,,0001,,,,1,true,,,0001,fon,100,,,,000001,,fon,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
1234567891,0001,01,01,,,,,EUR,01,,00,01,CFR,,false,,,0001,,,,1,false,,,0001,Inco,100,,,DPP,000001,,Inco,true,true,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,X,,,,,,
3200000000,CM05,01,01,,,,,EUR,01,,02,01,FOB,,false,,,,,,,9,false,,,,FOB_GALVESTON,100,,,,000001,,FOB_GALVESTON,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
3200400000,0001,01,01,,,,,EUR,01,,00,01,,,false,,,0001,,,,01,false,,,0001,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
3200500000,0001,01,01,,,,,EUR,01,,00,01,EXW,,false,,,0001,01,,,01,false,,,0001,palo alto,100,,,,000001,,palo alto,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
3211111111,0001,01,01,,,,,EUR,02,,02,01,CFR,0001,false,,,,,,02,1,false,,,,123,100,,,,000001,,123,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,1002,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
3211111112,0001,01,01,,,,,EUR,02,,02,01,CFR,,false,,,,,,,1,false,,,,123,100,,,,000001,,123,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,1002,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
3244444444,0001,01,01,,,,,EUR,02,,00,01,CFR,,false,,,0002,,,,1,false,,,0002,123,000,,,,000001,,123,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,1002,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
3289899987,0001,01,02,,,,,ALL,01,,00,01,,,false,,,,,,,1,false,,,,,000,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
3289899987,CM01,01,01,,,,,ALL,01,,00,01,,,false,,,,,,,1,false,,,,,000,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
A499,PT01,ZP,ZP,,,,,EUR,01,,00,,EXW,,false,,,0001,,,,1,false,,,0001,Lisboa,100,,,,PT0001,,Lisboa,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
AA,0001,01,01,,,,,CNY,01,,01,01,CFR,0001,false,,,0002,,,,1,false,,,0002,text,100,,,DPP,000001,,,true,true,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,X,,,,,,
ABCD123,0001,01,01,,,,,EUR,02,,00,,,,false,,,,,,,1,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
ALCCS00001,0001,01,01,,,,,EUR,01,,00,01,FOB,,false,,,0001,01,,,1,false,,,0001,Bensheim,100,,,,000001,,Bensheim,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,true,true,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
ATP_CUST01,0001,01,01,A,,,,EUR,01,,02,01,EXW,0001,false,,,0001,,,,1,false,,,0001,Walldorf,100,,,,000001,,Walldorf,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,true,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
ATP_CUST02,0001,01,01,A,,,,EUR,01,,02,01,FH,0001,false,,,0001,,,01,1,false,,,0001,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
ATP_CUST03,0001,01,01,,,,,EUR,01,,00,01,,0001,false,,,,,,01,1,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
ATP_CUST03,0003,01,01,,,,,USD,01,,00,,EXW,,false,,,,,,,1,false,,,,home,100,,,,000001,,home,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
ATP_CUST09,0001,01,01,,,,,EUR,01,,00,01,FH,0001,false,,,,,,01,1,false,,,,Walldorf,100,,,,000001,,Walldorf,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
ATP_CUST09,RU04,01,01,,,,,RUB,01,,00,,,,false,,,,,,,01,false,,,,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
ATP_T_CUST,0001,01,01,,,,,EUR,01,,00,01,FH,ATP1,false,,,0001,,,,1,false,,,0001,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,true,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
AZ_CUST01,0001,01,01,,,,,EUR,01,,00,01,FH,0001,false,,,0001,,,,1,false,,,0001,,100,,,,000001,,,false,false,,,0,0.00,0,0.0,0.0,true,,,,,,,,,false,false,,false,false,,false,false,false,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,,,,,,,
