Customer,CompanyCode,AccountingClerk,ReconciliationAccount,AuthorizationGroup,CustomerHeadOffice,AlternativePayerAccount,PaymentBlockingReason,InterestCalculationCode,InterestCalculationDate,IntrstCalcFrequencyInMonths,CustomerAccountNote,APARToleranceGroup,HouseBank,ItemIsToBePaidSeparately,PaytAdviceIsSentbyEDI,PhysicalInventoryBlockInd,UserAtCustomer,AccountingClerkPhoneNumber,AccountingClerkFaxNumber,AccountingClerkInternetAddress,AccountByCustomer,IsToBeLocallyProcessed,CollectiveInvoiceVariant,LayoutSortingRule,PaymentTerms,CustomerSupplierClearingIsUsed,RecordPaymentHistoryIndicator,PaymentMethodsList,DeletionIndicator,CreditMemoPaymentTerms,DunningNoticeGroup,LastInterestCalcRunDate,CustPreviousMasterRecordNumber,ValueAdjustmentKey,CashPlanningGroup,SupplierReleaseGroup,PersonnelNumber,BuyingGroupAccountNumber,BillExchChargePaymentTerms,CheckPaidDurationInDays,CustomerPaymentBlockingReason,PaymentMethodSupplement,AcctsReceivablePledgingCode,LockboxInternalID,IsBusinessPurposeCompleted,WithholdingTaxCountry,KnownOrNegotiatedLeave,DeletionIsBlocked,PaymentClearingGroup,PaymentReason,BPPeriodicAccountStatement,US_FrgnAcctTaxRcpntCntry,US_GlobIntermediaryIdnNumber,US_RecipientForeignTaxID,US_LobTreatyCode,US_FW8BENReceiveDate,US_FW9ReceiveDate,US_SecondTINNoticeIsIssued,US_FrgnRecipientHasPartnership,US_FrgnAcctTaxFilingIsRequired,US_Chapter4StatusCode,LastDunnedOn,DunningProcedure,DunningLevel,DunningBlock,DunningRecipient,LegDunningProcedureOn,IsActiveEntity
0000000675,0001,,0000145000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000676,0001,,0000145000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000682,IN01,,0013150000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000686,0001,,0000142000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,true,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000687,0001,,0000142000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,true,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000688,0001,,0000142000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000689,0001,,0000142000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,true,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000690,0001,,0000142000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,true,,,,,,,,00000000,,,0,,,,,,,,true,,,,,,,,,,,,,,,,0,,,,true
0000000690,0003,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000691,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,true,,,,,,,,00000000,,,0,,,,,,,,true,,,,,,,,,,,,,,,,0,,,,true
0000000692,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,,true,,,,,,,,00000000,,,0,,,,,,,,true,,,,,,,,,,,,,,,,0,,,,true
0000000692,0003,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,true,,,,,,,,00000000,,,0,,,,,,,,true,,,,,,,,,,,,,,,,0,,,,true
0000000693,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,true,,,,,,,,00000000,,,0,,,,,,,,true,,,,,,,,,,,,,,,,0,,,,true
0000000695,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,true,,,,,,,,00000000,,,0,,,,,,,,true,,,,,,,,,,,,,,,,0,,,,true
0000000696,0001,,0000142000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,true,,,,,,,,00000000,,,0,,,,,,,,true,,,,,,,,,,,,,,,,0,,,,true
0000000697,0001,,0000142000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,true,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000698,0001,,0000142000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,true,,,,,,,,00000000,,,0,,,,,,,,true,,,,,,,,,,,,,,,,0,,,,true
0000000701,JP02,,0000113101,,,,,,,00,,,,false,false,false,,,,,,false,,002,0004,true,false,,false,,,,,,E2,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000703,0001,,0000142000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,true,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000704,0001,,0000142000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,true,,,,,,,,00000000,,,0,,,,,,,,true,,,,,,,,,,,,,,,,0,,,,true
0000000706,JP01,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JPIS,false,false,,false,,,,,,E2,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000707,JP01,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JPIS,false,false,,false,,,,,,E2,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000708,JP01,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JPIS,false,false,,false,,,,,,E2,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000709,JP01,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JPIS,false,false,,false,,,,,,E2,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000710,JP01,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JPIS,false,false,,false,,,,,,E2,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000711,JP01,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JPIS,false,false,,false,,,,,,E2,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000712,JP01,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JPIS,false,false,,false,,,,,,E2,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000713,JP01,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JPIS,false,false,,false,,,,,,E2,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000714,JP01,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JPIS,false,false,,false,,,,,,E2,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000771,0001,,0000196100,,,,,,,08,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000781,0001,,0000196000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000782,0001,,0000196000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000806,RU04,,0062001100,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000806,RUEC,,0062001101,DPP,,,,,,00,,,,false,false,true,,,,,,false,,,0001,false,false,,true,,,,,,,,00000000,,,0,,,,,true,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000811,DS12,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000816,0001,ZE,0000140000,,,,,,,00,,DEB1,,false,false,false,,,,,,false,,,0001,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000821,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000826,RUEC,,0062001101,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000831,DS12,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000836,DS12,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000841,JP99,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000846,JP99,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000847,JP99,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JP01,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000851,JP99,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000868,JP99,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JP01,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000869,JP99,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JP01,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000870,JP99,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JP01,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000871,JP99,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JP01,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000872,JP99,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JP01,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000873,JP99,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JP01,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000874,JP99,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JP01,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000875,JP99,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JP01,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000876,JP99,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JP01,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000877,JP99,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JP01,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000878,JP99,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JP01,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000892,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,035,0001,false,false,UE,false,,01,,,,E7,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,0005,0,,,,true
0000000893,JP03,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000896,JP03,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000911,KAST,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,AEF,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000921,FA01,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000926,TW01,,0011210000,,,,,,,00,,,,false,false,false,,,,,,false,,,0002,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000931,TW01,,0011210000,,,,,,,00,,,,false,false,false,,,,,,false,,,0002,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000936,JP01,,0000113100,,,,,,,00,,,B1T,false,false,false,,,,,,false,,002,JP01,false,false,D,false,,,,,,E2,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000937,JP01,,0000113100,,,,,,,00,,,B1T,false,false,false,,,,,,false,,002,JP01,false,false,D,false,,,,,,E2,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000951,JP01,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JP01,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000956,TW01,,0011210000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000981,DE01,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000982,DE01,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000986,TW01,,0011430000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000991,TW01,,0011210000,,,,,,,00,,,,false,false,false,,,,,,false,,,0002,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000000996,PCH1,,0000000444,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,2017-10-16,0001,1,,,,true
0000001001,TW01,,0011430000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,true,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000001002,TW01,,0011430000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,true,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000001006,HU01,,0000311000,,,,,,,00,,,,true,false,false,,,,,,false,,,,false,false,A,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000001011,IN01,,0013150000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000001016,IN01,,0013150000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000001021,RUEC,,0062001100,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000001036,TW01,,0011210000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000001067,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,035,0001,false,false,UE,false,,01,,,,E7,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,0005,0,,,,true
0000001071,PNO1,,0000000444,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000001072,2900,,0000000444,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000001082,0001,,0000140009,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000001558,0001,,0000196000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004007,US01,,0000212001,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004021,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,035,0001,false,false,UE,false,,01,,,,E7,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,0005,0,,,,true
0000004026,JP01,,Z113100,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004031,RU04,,0062001100,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004031,RUEC,,0062001100,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004036,0001,,0000142000,,,,,,,00,,,,false,false,false,,,,,,false,,,0001,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,0001,0,,,,true
0000004041,TW01,,0011210000,,,,,,,00,,,,false,false,false,,,,,,false,,,0002,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004046,0001,,0000142000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004051,0001,,0000142000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004056,JP01,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JP01,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004057,JP01,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JP01,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004062,TW01,,0018410000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004066,TW01,,0011910000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004072,JP01,,0000113100,,,,,,,00,,,,false,false,false,,,,,,false,,002,JP01,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004087,0001,,0000142000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00004711,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004088,0001,,0000142000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00004711,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004091,0001,,0000142000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00004711,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004096,PBR1,,0000000444,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,8,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004101,JP01,,0000113100,DPP,,,,,,00,,,,false,false,true,,,,,,false,,,,false,false,,true,,,,,,,,00000000,,,0,,,,,true,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004106,JP01,,0000113200,,,,,,,00,,,,false,false,false,,,,,,false,,002,JP01,false,false,,false,,,,,,E3,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004107,TW01,,0011430000,,,,,,,00,,,,false,false,false,,,,,,false,,,0002,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004109,JP01,,0000113100,DPP,,,,,,00,,,,false,false,true,,,,,,false,,,,false,false,,true,,,,,,,,00000000,,,0,,,,,true,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004111,0001,AW,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,0001,0,,,,true
0000004111,0003,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004111,200,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004111,ABD9,,0000121000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004111,CCP,AW,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004111,DRY,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004111,F001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004111,F002,,0000140000,0003,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004116,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004126,0001,,0000140000,,,,,,,00,,DEB4,,false,false,false,,,,,,false,,,0002,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004131,200,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004131,F002,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004136,0001,,0000140000,,0000004151,,,,,00,,DEB1,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004141,BRCP,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004146,0001,,0000140000,,0000004151,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004146,F002,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004151,0001,AW,0000140000,,,,,,,00,,DEB4,,false,false,false,,,,,,true,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004151,F002,,0000140000,,,,,,,00,,DEB4,,false,false,false,,,,,,false,,,0003,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004156,0001,AW,0000140000,,,,,,,00,,DEB4,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004161,0001,,0000140000,0003,,,,,,00,,DEB4,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004161,200,AW,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004166,CCP,AW,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004171,CCP,,0000140000,,,,,,,00,,DEB1,,false,false,false,,,,,,false,,,0003,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004172,CCP,,0000140000,,,,,,,00,,DEB2,,false,false,false,,,,,,false,,,0003,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004173,CCP,,0000140000,,,,,,,00,,DEB3,,false,false,false,,,,,,false,,,0003,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004174,CCP,,0000140000,,,,,,,00,,DEB4,,false,false,false,,,,,,false,,,0003,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004176,CCP,,0000140000,,,,,,,00,,DEB6,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004177,CCP,,0000140000,,,,,,,00,,DEB5,,false,false,false,,,,,,false,,,0003,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004216,200,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,0003,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
0000004241,0001,,0000140000,,,,,,,00,,,,false,false,false,,,,,,false,,,,false,false,,false,,,,,,,,00000000,,,0,,,,,,,,false,,,,,,,,,,,,,,,,0,,,,true
