Customer,CustomerName,CustomerFullName,BPCustomerName,BPCustomerFullName,CreatedByUser,CreationDate,AddressID,CustomerClassification,VATRegistration,CustomerAccountGroup,AuthorizationGroup,DeliveryIsBlocked,PostingIsBlocked,BillingIsBlockedForCustomer,OrderIsBlockedForCustomer,InternationalLocationNumber1,IsOneTimeAccount,TaxJurisdiction,Industry,TaxNumberType,TaxNumber1,TaxNumber2,TaxNumber3,TaxNumber4,TaxNumber5,TaxNumber6,CustomerCorporateGroup,Supplier,NielsenRegion,IndustryCode1,IndustryCode2,IndustryCode3,IndustryCode4,IndustryCode5,Country,OrganizationBPName1,OrganizationBPName2,CityName,PostalCode,StreetName,SortField,FaxNumber,BR_SUFRAMACode,Region,TelephoneNumber1,TelephoneNumber2,AlternativePayerAccount,DataMediumExchangeIndicator,VATLiability,IsBusinessPurposeCompleted,ResponsibleType,FiscalAddress,NFPartnerIsNaturalPerson,DeletionIndicator,Language,TradingPartner,DeliveryDateTypeRule,ExpressTrainStationName,TrainStationName,InternationalLocationNumber2,InternationalLocationNumber3,CityCode,County,CustomerHasUnloadingPoint,CustomerWorkingTimeCalendar,IsCompetitor,TaxInvoiceRepresentativeName,BusinessType,IndustryType,TW_CollvBillingIsSupported,AlternativePayeeIsAllowed,FreeDefinedAttribute01,FreeDefinedAttribute02,FreeDefinedAttribute03,FreeDefinedAttribute04,FreeDefinedAttribute05,FreeDefinedAttribute06,FreeDefinedAttribute07,FreeDefinedAttribute08,FreeDefinedAttribute09,FreeDefinedAttribute10,PaymentReason,CustomerConditionGroup1,CustomerConditionGroup2,CustomerConditionGroup3,CustomerConditionGroup4,CustomerConditionGroup5,IsSalesProspect,PaymentIsBlockedForCustomer,IsConsumer,DataControllerSet,DataController1,DataController2,DataController3,DataController4,DataController5,DataController6,DataController7,DataController8,DataController9,DataController10,BusinessPartnerName1,BusinessPartnerName2,BusinessPartnerName3,BusinessPartnerName4,BPAddrCityName,BPAddrStreetName,AddressSearchTerm1,AddressSearchTerm2,DistrictName,POBoxDeviatingCityName,BusinessPartnerFormOfAddress,BR_ICMSTaxPayerType
AND768,ysuga yusgfyurh,Mr. ysuga yusgfyurh/560066 weugfyeg,ysuga yusgfyurh,ysuga yusgfyurh,KLR,2017-05-04,0000044686,,,0170,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,ysuga yusgfyurh,,weugfyeg,560066,yugfyeg uewgfeyg,UEGTYREG,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,ysuga yusgfyurh,,,,weugfyeg,uewgfeyg,UEGTYREG,UTGFYE,,,0002,
ATP_CUST01,ATP_CUST, ATP_CUST/69190 Walldorf,ATP_CUST,ATP_CUST,WERTH,2016-01-08,0000028711,,,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,ATP_CUST,,Walldorf,69190,,ATP,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,ATP_CUST,,,,Walldorf,,ATP,,,,,
ATP_CUST02,ATP_CUST, ATP_CUST/69190 Walldorf,ATP_CUST,ATP_CUST,WERTH,2016-02-03,0000028975,,,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,ATP_CUST,,Walldorf,69190,,ATP,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,ATP_CUST,,,,Walldorf,,ATP,,,,,
ATP_CUST03,ATP_CUST, ATP_CUST/69190 Walldorf,ATP_CUST,ATP_CUST,WERTH,2016-03-09,0000029539,,,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,ATP_CUST,,Walldorf,69190,,ATP,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,ATP_CUST,,,,Walldorf,,ATP,,,,,
ATP_CUST09,ATP_CUST,Mr. ATP_CUST/69190 Walldorf,ATP_CUST,ATP_CUST,WERTH,2016-04-28,0000030413,,,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,ATP_CUST,,Walldorf,69190,,ATP,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,ATP_CUST,,,,Walldorf,,ATP,,,,0002,
ATP_T_CUST,ATP_T_CUST, ATP_T_CUST/69190 Walldorf,ATP_T_CUST,ATP_T_CUST,ZILLUS,2016-04-04,0000029979,,,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,ATP_T_CUST,,Walldorf,69190,,ATP,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,ATP_T_CUST,,,,Walldorf,,ATP,,,,,
AVK_DEBM1,AVK_DEBM1,Company AVK_DEBM1/560043 PUNE,AVK_DEBM1,AVK_DEBM1,MSHI,2016-12-03,0000036183,01,,KUNA,0001,,false,,,0000000,false,,,,,,,,,,211113,,01,0001,,,,,IN,AVK_DEBM1,,PUNE,560043,,MSHI,,,,,,,1,false,,,,false,false,EN,,,express,train,00000,0,,,false,,true,,,,false,false,,,,,,,,,,,,,,,,,true,false,false,,,,,,,,,,,,AVK_DEBM1,,,,PUNE,,MSHI,,,,0003,
AZ_CUST01,AZ_CUST01, AZ_CUST01/69190 Walldorf,AZ_CUST01,AZ_CUST01,ZILLUS,2017-04-12,0000043658,,,0001,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,AZ_CUST01,,Walldorf,69190,,ATP,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,AZ_CUST01,,,,Walldorf,,ATP,AZ,,,,
BE99_C1,GB customer for c1,Company GB customer for c1/3454 cith,GB customer for c1,GB customer for c1,C5205527,2017-04-04,0000043184,,,0001,,,false,,,0000000,false,,,,,431450555,,,,,,,,,,,,,BE,GB customer for c1,,cith,3454,,BE CUSTOME,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,GB customer for c1,,,,cith,,BE CUSTOMER,,,,0003,
BE99_C2,GB customer for c2,Company GB customer for c2/2345 city,GB customer for c2,GB customer for c2,C5205527,2017-04-04,0000043186,,,0001,,,false,,,0000000,false,,,,,0431445904,,,,,,,,,,,,,BE,GB customer for c2,,city,2345,,BE CUSTOME,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,GB customer for c2,,,,city,,BE CUSTOMER,,,,0003,
BELOCHKA,OOO "Belochka 2", OOO "Belochka 2"/1111141 Mo,OOO "Belochka 2",OOO "Belochka 2",BOLGARIN,2017-07-17,0000047117,,,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,RU,OOO "Belochka 2",,Mo,1111141,Kosmodamianskaya 52,BELOCHKA,,,,,,,,false,,,,false,false,RU,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,OOO "Belochka 2",,,,Mo,Kosmodamianskaya 52,BELOCHKA,,,,,
BLINDJ,Jane Blind,Ms. Jane Blind/88677 Markdorf,Jane Blind,Jane Blind,EHS_DPP_ADM2,2017-02-16,0000040641,,,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Jane Blind,,Markdorf,88677,Dornierstr. 3,JANE BLIND,,,08,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Jane Blind,,,,Markdorf,Dornierstr.,JANE BLIND,BLIND, JANE,,,0001,
BP01,Bob SDFICA,Mr. Bob SDFICA/69190 Walldorf,Bob SDFICA,Bob SDFICA,HOSTADT,2017-05-22,0000045425,,,FICX,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Bob SDFICA,,Walldorf,69190,Neurottstr. 16,SDFICA,,,,,,,,false,,,,true,false,DE,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Bob SDFICA,,,,Walldorf,Neurottstr.,SDFICA,,,,0002,
BP1,Business Partner 1,Company Business Partner 1/69190 Walldorf,Business Partner 1,Business Partner 1,HEITLINGERM,2016-04-20,0000030260,01,,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,0001,,,,,DE,Business Partner 1,,Walldorf,69190,Hauptstrasse 18,MH,,,08,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Business Partner 1,,,,Walldorf,Hauptstrasse,MH,HRY,,,0003,
BP1001622,FLOG_CUST111,Company FLOG_CUST111/56784 Houston,FLOG_CUST111,FLOG_CUST111,WSAPPLUSER,2024-06-19,0000067515,,,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,US,FLOG_CUST111,,Houston,56784,Huston,LOOSE & MI,,,CA,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,FLOG_CUST111,,,,Houston,Huston,LOOSE & MIELKE111,,,,0003,
BP2,Rast und Ruh,Company Rast und Ruh/69168 Wiesloch,Rast und Ruh,Rast und Ruh,HEITLINGERM,2016-04-25,0000030313,02,,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Rast und Ruh,,Wiesloch,69168,Hauptstrasse 5,MH,,,08,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Rast und Ruh,,,,Wiesloch,Hauptstrasse,MH,HRY,,,0003,
BPATTR_011,TESTPERSON_03, TESTPERSON_03/12312 test city,TESTPERSON_03,TESTPERSON_03,REMOTE_CATT,2017-07-31,0000047505,,,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,TESTPERSON_03,,test city,12312,,HIRA_SEARC,,,,,,,,false,,,,true,false,DE,,,,,00000,0,,,false,,false,,,,false,false,1A,2B,,,5A,,,,,,,,,,,,false,false,false,,,,,,,,,,,,TESTPERSON_03,,,,test city,,HIRA_SEARCHTERM_BP_N,,,,,
BPATTR_012,test, test/12335 WALLDORF,test,test,REMOTE_CATT,2017-07-31,0000047507,,,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,test,,WALLDORF,12335,,HIRA_SEARC,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,06B,,,,,,,,,,,false,false,false,,,,,,,,,,,,test,,,,WALLDORF,,HIRA_SEARCHTERM_BP_N,,,,,
BP_BANE_01,customer sales area, customer sales area/560066 allahabad,customer sales area,customer sales area,NALLUM,2016-07-12,0000032531,,,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,customer sales area,,allahabad,560066,,SEARCH,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,customer sales area,,,,allahabad,,SEARCH,,,,,
BSTN_VHCL,Boston Vehicles,Mr. Boston Vehicles/69190 Walldorf,Boston Vehicles,Boston Vehicles,WERTH,2016-04-28,0000030419,,,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Boston Vehicles,,Walldorf,69190,,BOSTON,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Boston Vehicles,,,,Walldorf,,BOSTON,VEHICLES,,,0002,
BUSI1,busi1, busi1/456543 fgfdgf,busi1,busi1,RIMJHIM,2016-03-14,0000029599,,,0170,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,busi1,,fgfdgf,456543,,DFDS,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,true,,,,,,,,,,,,busi1,,,,fgfdgf,,DFDS,,,,,
BUYING,Customer Display Support,Company Customer Display Support/20120 Hamburg,Customer Display Support,Customer Display Support,FANGBR,2016-05-24,0000030963,,DEU00000003,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Customer Display Support,,Hamburg,20120,,VAT,,,02,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Customer Display Support,,,,Hamburg,,VAT,,,,0003,
C01,,Company C01/,,,,,Ecatt,,,,,,false,,,0000000,true,,,,,,,,,,,,,,,,,,,C01,,,,,C01,,,,,,,,false,,,,false,false,,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,,,,,,,,,,,,
CAPS_CUST1,CAPS_COMP1,Company CAPS_COMP1/69190 Walldorf,CAPS_COMP1,CAPS_COMP1,PLUDER,2015-12-07,0000028192,,,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,CAPS_COMP1,,Walldorf,69190,,CAPS,,,,,,,,false,,04,,false,false,DE,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,CAPS_COMP1,,,,Walldorf,,CAPS,TESTDPP,,,0003,
CAPTN_SLOW,Slow,Mr. Slow/69190 Walldorf,Slow,Slow,WERTH,2016-04-28,0000030447,,,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Slow,,Walldorf,69190,,SLOW,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Slow,,,,Walldorf,,SLOW,,,,0002,
CCH-DEMO1,Heider's little Shop,Company Heider's little Shop/23000 Guess where,Heider's little Shop,Heider's little Shop,VAKILZADEH,2016-10-25,0000035136,,,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Heider's little Shop,,Guess where,23000,Nowhere 12,DEMO,,,,,,,,false,,,,false,false,DE,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Heider's little Shop,,,,Guess where,Nowhere,DEMO,,,,0003,
CCMCUST01,CCM Customer 01, CCM Customer 01/69190 Walldorf,CCM Customer 01,CCM Customer 01,MUETHER,2017-10-19,0000049670,,,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,CCM Customer 01,,Walldorf,69190,Neurottstraße 101,CCM,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,CCM Customer 01,,,,Walldorf,Neurottstraße,CCM,,,,,
CCMCUST02,CCM Customer 02, CCM Customer 02/69190 Walldorf,CCM Customer 02,CCM Customer 02,MUETHER,2017-10-19,0000049672,,,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,CCM Customer 02,,Walldorf,69190,Neurottstraße 102,CCM,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,CCM Customer 02,,,,Walldorf,Neurottstraße,CCM,,,,,
CCMCUST03,CCM Customer 03, CCM Customer 03/69190 Walldorf,CCM Customer 03,CCM Customer 03,MUETHER,2017-10-19,0000049674,,,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,CCM Customer 03,,Walldorf,69190,Waldstraße 13,CCM,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,CCM Customer 03,,,,Walldorf,Waldstraße,CCM,,,,,
CCMCUST04,CCM Customer 04, CCM Customer 04/69190 Walldorf,CCM Customer 04,CCM Customer 04,MUETHER,2017-10-19,0000049716,,,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,CCM Customer 04,,Walldorf,69190,Parkstraße 14,CCM,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,CCM Customer 04,,,,Walldorf,Parkstraße,CCM,,,,,
CCMCUST05,CCM Customer 05, CCM Customer 05/69190 Walldorf,CCM Customer 05,CCM Customer 05,MUETHER,2017-10-19,0000049718,,,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,CCM Customer 05,,Walldorf,69190,Kurpfalzstraße 5,CCM,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,CCM Customer 05,,,,Walldorf,Kurpfalzstraße,CCM,,,,,
CCMHCUST01,CCM Hierarchy Customer 01, CCM Hierarchy Customer 01/69190 Walldorf,CCM Hierarchy Customer 01,CCM Hierarchy Customer 01,MUETHER,2017-10-19,0000049720,,,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,CCM Hierarchy Customer 01,,Walldorf,69190,Königsallee 1,CCM,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,CCM Hierarchy Customer 01,,,,Walldorf,Königsallee,CCM,,,,,
CCN001,c0001_7, c0001_7/301775 shanghai,c0001_7,c0001_7,GUOP,2016-08-26,0000033443,,,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,CN,c0001_7,,shanghai,301775,,TET,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,c0001_7,,,,shanghai,,TET,,,,,
CCPEXT001,CCP Multi-Currency Ext. No. Range,Company CCP Multi-CurrencyExt. No. RangeDO NOT USE for other testing/45234 WDF,CCP Multi-Currency Ext. No. Range,CCP Multi-Currency Ext. No. Range DO NOT USE for other testing,WANGANNI0,2023-11-21,0000062446,,DE013445635,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,CCP Multi-Currency,Ext. No. Range,WDF,45234,street 35234,FCCP,,,03,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,CCP Multi-Currency,Ext. No. Range,DO NOT USE for other testing,,WDF,street,FCCP,,,,0003,
CCSC000001,Test customer: CCS, Test customer: CCS/69190 Walldorf,Test customer: CCS,Test customer: CCS,EDELMANNS,2015-11-05,0000025218,,DE999999999,KUNA,DPP,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Test customer: CCS,,Walldorf,69190,Neurottstrasse 16,CCS,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Test customer: CCS,,,,Walldorf,Neurottstrasse,CCS,,,,,
CCSC000002,Deutsche Bank AG, Deutsche Bank AG/08002 Barcelona,Deutsche Bank AG,Deutsche Bank AG,REYNOLDSLIL,2016-03-08,0000029505,,DE999999999,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,ES,Deutsche Bank AG,,Barcelona,08002,Placa Catalunya 19,DEUTSCHE,,,01,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Deutsche Bank AG,,,,Barcelona,Placa Catalunya,DEUTSCHE,,,,,
CCSC000003,Test customer: CCS, Test customer: CCS/69190 Walldorf,Test customer: CCS,Test customer: CCS,LANGEAND,2016-05-09,0000030673,,DE999999999,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Test customer: CCS,,Walldorf,69190,Neurottstrasse 16,CCS,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Test customer: CCS,,,,Walldorf,Neurottstrasse,CCS,,,,,
CCSC000004,Test customer: CCS, Test customer: CCS/69190 Walldorf,Test customer: CCS,Test customer: CCS,EDELMANNS,2016-05-17,0000030827,,DE999999999,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Test customer: CCS,,Walldorf,69190,Neurottstrasse 16,CCS,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Test customer: CCS,,,,Walldorf,Neurottstrasse,CCS,,,,,
CCSC000005,Test customer: CCS, Test customer: CCS/69190 Walldorf,Test customer: CCS,Test customer: CCS,EDELMANNS,2016-05-17,0000030829,,DE999999999,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Test customer: CCS,,Walldorf,69190,Neurottstrasse 16,CCS,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Test customer: CCS,,,,Walldorf,Neurottstrasse,CCS,,,,,
CCSC000006,Test customer: CCS, Test customer: CCS/69190 Walldorf,Test customer: CCS,Test customer: CCS,REYNOLDSLIL,2016-05-17,0000030854,,DE999999999,KUNA,,,false,,,0000000,false,,,,,,,,,,,0000000001,,,,,,,DE,Test customer: CCS,,Walldorf,69190,Neurottstrasse 16,CCS,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Test customer: CCS,,,,Walldorf,Neurottstrasse,CCS,,,,,
CCSC000007,Test customer: CCS, Test customer: CCS/69190 Walldorf,Test customer: CCS,Test customer: CCS,REYNOLDSLIL,2016-05-18,0000030863,,DE999999999,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Test customer: CCS,,Walldorf,69190,Neurottstrasse 16,CCS,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Test customer: CCS,,,,Walldorf,Neurottstrasse,CCS,,,,,
CCSC000008,Test customer: CCS, Test customer: CCS/69190 Walldorf,Test customer: CCS,Test customer: CCS,EDELMANNS,2016-05-24,0000030972,,DE999999999,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Test customer: CCS,,Walldorf,69190,Neurottstrasse 16,CCS,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Test customer: CCS,,,,Walldorf,Neurottstrasse,CCS,,,,,
CCSC000009,Test customer: CCS, Test customer: CCS/69190 Walldorf,Test customer: CCS,Test customer: CCS,BLASEL,2016-08-25,0000033433,,DE999999999,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Test customer: CCS,,Walldorf,69190,Neurottstrasse 16,CCS,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Test customer: CCS,,,,Walldorf,Neurottstrasse,CCS,,,,,
CCSM000001,Test customer: CCS, Test customer: CCS/69190 Walldorf,Test customer: CCS,Test customer: CCS,REYNOLDSLIL,2016-05-24,0000030971,,DE999999999,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Test customer: CCS,,Walldorf,69190,Neurottstrasse 16,CCS,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Test customer: CCS,,,,Walldorf,Neurottstrasse,CCS,,,,,
CCSM000002,Test customer: CCS, Test customer: CCS/69190 Walldorf,Test customer: CCS,Test customer: CCS,REYNOLDSLIL,2016-05-24,0000030974,,DE999999999,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Test customer: CCS,,Walldorf,69190,Neurottstrasse 16,CCS,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Test customer: CCS,,,,Walldorf,Neurottstrasse,CCS,,,,,
CF_DPP_01,Claus BLOCKED-CC, Claus BLOCKED-CC/12345 city,Claus BLOCKED-CC,Claus BLOCKED-CC,FRETZ,2016-06-03,0000031499,,,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Claus BLOCKED-CC,,city,12345,Street 1,CLAUS,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Claus BLOCKED-CC,,,,city,Street,CLAUS,BLOCKED_CV_CCS,,,,
CF_DPP_1,Claus Blocked Customer, Claus Blocked Customer/12345 city,Claus Blocked Customer,Claus Blocked Customer,FRETZ,2016-06-03,0000031517,,,KUNA,DPP,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Claus Blocked Customer,,city,12345,Street 1,CLAUS,,,,,,,,false,true,,,true,false,DE,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Claus Blocked Customer,,,,city,Street,CLAUS,BLOCKED_CUSTOMER,,,,
CF_DPP_2,Claus Blocked Supplier, Claus Blocked Supplier/12345 city,Claus Blocked Supplier,Claus Blocked Supplier,FRETZ,2016-06-03,0000031522,,,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Claus Blocked Supplier,,city,12345,Street 1,CLAUS,,,,,,,,false,,,,true,false,DE,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Claus Blocked Supplier,,,,city,Street,CLAUS,BLOCKED_SUPPLIER,,,,
CF_DPP_3,Claus Blocked Customer Supplier, Claus Blocked Customer Supplier/12345 city,Claus Blocked Customer Supplier,Claus Blocked Customer Supplier,FRETZ,2016-06-03,0000031527,,,KUNA,DPP,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Claus Blocked Customer Supplier,,city,12345,Street 1,CLAUS,,,,,,,,false,true,,,true,false,DE,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Claus Blocked Customer Supplier,,,,city,Street,CLAUS,BLOCKED_CUST_SUPP,,,,
CLARKSON_J,Clarkson, Clarkson/69190 Walldorf,Clarkson,Clarkson,WERTH,2016-04-28,0000030443,,,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Clarkson,,Walldorf,69190,,CLARKSON,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Clarkson,,,,Walldorf,,CLARKSON,,,,,
CM_CAG04,CM Agri Customer 04,Company CM Agri Customer 04/63001 St Louis,CM Agri Customer 04,CM Agri Customer 04,WIESNERG,2016-07-28,0000033031,,,KUNA,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,US,CM Agri Customer 04,,St Louis,63001,,CM,,,MO,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,CM Agri Customer 04,,,,St Louis,,CM,AGRI,,,0003,
